	TexTerm_Beltra_RNA_rep1	TexTerm_Beltra_RNA_rep2	TexTerm_Beltra_RNA_rep3	TexTerm_Hudson_RNA_rep1	TexTerm_Hudson_RNA_rep2	TexTerm_Hudson_RNA_rep3	TRM_IEL_1_RNA_rep1	TRM_IEL_1_RNA_rep2	TRM_IEL_2_RNA_rep1	TRM_IEL_2_RNA_rep2	TRM_liver_RNA_rep1	TRM_liver_RNA_rep2	TRM_lung_A_RNA_rep1	TRM_lung_A_RNA_rep2	TRM_lung_A_RNA_rep3	TRM_lung_I_RNA_rep1	TRM_lung_I_RNA_rep2	TRM_lung_I_RNA_rep3
Gm15347	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Mcf2l	6	2	0	313	261	333	0	0	1	0	24	20	1	2	7	6	4	1
Gm15353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-9768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15349	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Gm15352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F7	0	0	0	0	0	0	0	0	0	0	0	1	3	29	0	13	1	58
F10	0	0	0	0	0	0	0	0	0	0	2	2	2	17	1	1	0	9
Proz	5	1	1	37	30	24	9	1	2	1	184	163	2	4	1	2	1	3
Gm17023	0	0	0	2.29	0	0	0	0	0	1	0	1.14	0	1	2	0	1	0
Pcid2	156	170	134	894.71	799	775	55	40	237	212	800	901.86	86	69	140	95	160	167
Gm17022	3	2	1	10	13	6	3	1	2	0	17	20	2	4	2	1	1	3
Cul4a	253	150	173	988	824	846	49	34	109	90	1275	1268	80	75	137	98	93	117
Mir7065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lamp1	408	484	324	950	990	862	206	173	527	106	2543	2455	376	380	511	489	726	807
Grtp1	0	0	0	1	1	5	6	3	24	9	5	2	0	0	0	0	0	0
Mir1968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2810030D12Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adprhl1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcun1d2	141	106	95	750	717.33	675	54	11	146	112	760	850.49	56	46	52	45	80	77
RP23-89F9.3	1	0	0	2	0	0	0	0	0	5	13	26	0	1	5	2	2	1
Gm25014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-89F9.2	1	1	1	9	18	9	0	0	0	0	26	48	0	0	2	4	5	4
Tmco3	166	103	104	1226	1069.67	1086	36	16	121	94	483	546.51	62	45	71	28	91	88
Tfdp1	285	244	191	1558	1226	1595	70	48	118	111	1151	1161	50	20	65	52	124	131
Atp4b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Grk1	0	0	0	0	0	5	0	0	0	0	0	1	0	3	2	0	0	0
Tmem255b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gas6	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0
1700029H14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1
Rasa3	1583	1023	1192	2832	2558	2132	166	146	84	94	5550	4436	293	246	405	384	603	644
4932443I19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Cdc16	178	207	144	889	752	890	81	54	142	73	968	1026	70	76	137	66	119	119
Upf3a	82	58	68	422	365	415	69	32	131	47	401	497	29	31	54	37	75	102
AF366264	0	0	0	0	0	0	1	0	0	0	0	0	2	17	9.64	2	1	3
Champ1	198	161	126	858	747	777	55	22	66	74	1203	1104	68	58	93	60	135	140
AC139186.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coprs	9	7	4	31	31	22	1	0	9	5	18	15	0	2	3	2	0	6
Gm7676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0
Fbxo25	103	87	78	510	491	462	79	40	110	121	559	639	44	43	46	41	86	86
Tdrp	0	0	1	1	1	2	0	2	3	2	33	17	13	4	25	13	24	15
Erich1	13	15	7	57	76	53	22	7	67	43	259	263	19	13	25	24	43	33
Gm10699	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Dlgap2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	4	0
Gm3160	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Gm26184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC130213.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C030037F17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cln8	47	62	46	275	203	235	16	11	47	37	263	304	39	27	41	30	44	95
Arhgef10	1	5	0	19	14	19	5	1	2	3	49	41	1	0	1	5	6	8
Gm16350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kbtbd11	6	7	11	28.5	41.01	20.46	15	7	103	84	3638.58	2738.54	26	34	52	65	99	101
5830468F06Rik	2	1	0	1	4	12	4	0	6	7	97	85	11	9	9	11	9	12
Gm37844	9	12	12	32.5	23.99	9.54	6	1	32	21	71.42	81.46	22	17	41	33	49	48
BB014433	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Myom2	2	0	0	6	6	8	0	0	0	0	7	6	1	6	0	4	0	0
Gm15678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Csmd1	0	0	0	1	0	0	0	0	0	0	0	0	8	16	7	5	2	0
Mir3106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm16346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm16347	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0
Gm25278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24469	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Mcph1	51	42	37	253	204	226	27	19	59	75	315	290	27	41	19	27	69	59
Gm25763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm16725	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
Gm17149	0	0	0	2	0	0	5.61	0	0	1.75	3	2	0	1	0	0	0	2
Angpt2	0	0	0	0	0	0	0	8	2	1	0	2	3	4	1	3	0	1
Agpat5	40	46	48	216	162	248	24	16	17	21	347	343	54	52	53	67	82	100
Xkr5	5	2	0	16	13	23	1	0	0	0	23	14	1	1	0	5	3	0
Gm22551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Defb37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15366	0	0	0	0	0	0	1.42	0	0	0	0	2.1	7.38	12	18	9	0	5
Defb39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb12	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0
Defb34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spag11b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spag11a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defa-ps12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defa-ps13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defa-ps14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defa-ps15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl19-ps11	70.36	31.04	43.04	269.36	224.25	215.33	1983.88	1506.72	6400.52	5110.1	582.9	500.66	74.49	68.77	144.77	114.54	193.42	181.55
Gm27288	0	0	0.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15358	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Gm27852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm16425	0	0	0	0	0	0	0	0	0	0	0	0	1.02	0	0	0	0	0
Gm15359	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Gm6483	44.07	42.02	14.21	338.16	249.26	249.63	76.56	33.98	49.81	48.51	1302	1190.11	91.61	88.82	100.72	49.12	81.04	78.89
4930467E23Rik	0	0	0	0	0	0	0	0	0.52	0	0	1.65	0	0	0	0	0	0
Gm26853	1	7	4	44	43	42	13	13	2	3	56	45	60	69	45	27	25	24
Gm21769	161	217	138	1202.34	1168.83	1010.4	176	64	48	72.22	127.89	105.76	323	287	435	251	700	455
Gm21811	11.96	8.11	1.45	68.98	72.51	55.86	0	0	0	0	144.23	113.86	9.02	10.77	7.5	5.02	7.33	9.94
6820431F20Rik	61.32	35.39	37.25	708.89	509.15	502.46	183.3	120.66	145.76	115.37	2785.77	2246.43	124.38	128.13	133.73	120.2	151.88	168.35
Gm26804	3	5	5	26.66	30.17	31.6	11	6	5	5	23.11	22.24	35	46	57	33	53	28
Gm15319	0	0	0	0	0	1	1	2	0	0	0	1.71	2.33	9.88	5	7	1.28	0
2610005L07Rik	155.51	91.74	47.99	739.75	694.25	666.03	39.79	16.43	221.18	212.65	1381.65	1174	119.63	85.09	112.99	73.1	159.46	94.79
Gm21092	141.68	113.37	66.17	1163.3	1025.31	924.74	198.31	191.72	102.46	64.66	5222.56	4439.21	280.94	249.48	280.6	165.64	295.3	252.24
Gm21182	0	0	2	0.8	0	3.1	0	3	0	0	0.34	6.17	0	1	3	1	0	0
Gm21119	0	0	0	0	0	0	0	0	0	0	1	1.65	0	0	0	0	0	0
Gm20946	0	0	0	0	0	0	0	0	0	0	0	0	0	3.15	0	0	0	0
Gm20797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20945	0	0	0	0	0	0	0	0	0	0	0	0	6	6	6	1	0	2
Defb33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15056	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Gm6040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY761185	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Defa21	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Gm23142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defa23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defa-ps3	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0
Defa25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6689	0	0	0	0	0	0	0	1.06	1.39	1.73	0	0	0	1	0	0	0	0
Gm14851	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0
Gm24568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2869	0	0	0	0	0	0	0	0	0	0	0	0	6.54	8.35	5.59	2.65	5.6	0
Defa-ps4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15284	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0
Defa22	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Gm26240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defa-rs7	0	0	0	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0
Gm15293	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0
Defa-ps5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
Defa-ps6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defa-ps7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15303	0	0	0	0	0	0	0	0	0	0	0	0	8.81	18.98	25.28	6.88	0	2.22
Gm15292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defa-ps8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defa3	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0
Defa5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Gm15299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defa-rs1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15302	0	0	0	0	0	1	0	0	0	0	0	0	3	13	12.33	2.48	1.4	0
Defa-ps16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defa2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Gm21002	0	0	0	0	0	0	0	0	3.53	0	2	0	0	0	0	0	0	0
Gm21498	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Gm15305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defa-ps18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15309	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Gm7849	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0
Gm23568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15304	0	0	0	0	0	0	0	0	0	0	0	0	14.88	16.11	11.81	10.99	0	4.49
Defa-ps17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defa20	0	0	0	0	0	0	0	0	2.23	0	0	0	0	0	0	0	0	0
Gm15308	0	0	0	0	0	0	0	0	2.23	0	0	0	0	0	0	0	0	0
Gm24423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm14850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15311	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0
Gm6696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm7861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15314	0	0	0	0	0	1	0	0	0	0	0	0	5.77	4.57	0	0	13	2.29
Defa26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defa17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Gm15315	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Defa-ps9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defa-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY761184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm7869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defa-ps10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defa24	0	0	0	0	0	0	0	1	4	0	3	1	0	0	0	0	0	0
Defa-ps11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
Gm15316	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0
Defb50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Defb10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Defb11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Defb15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Defb35	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
Defb13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Fam90a1a	0	0	0	0	0	0	0	0	0	0	0	0	5	8	0	1	1	0
Ccdc70	0	0	0	0	0	0	0	0	0	0	0	0	3	6	2	2	0	0
Atp7b	0	0	0	2	0	0	1	0	0	0	1	8	0	2	1	1	0	0
Alg11	37	50	19	289	272	263	20	31	22	28	618	591	41	40	47	32	42	51
Nek5	0	0	1	3	0	0	0	0	0	0	3	2	0	5	2	1	6	0
Nek3	18	18	8	86	76	91	9	15	27	14	123	131	2	10	8	11	7	17
Ckap2	21	14	10	117	77	159	57	57	3	1	133	90	5	2	4	15	22	13
Vps36	183	194	151	1277	1202	1323	164	117	208	201	1502	1518	83	93	131	99	175	213
Thsd1	0	5	0	6	13	1	0	1	0	1	17	52	1	5	1	2	1	2
Rpl30-ps2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0
Tpte	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Slc25a15	19	19	13	60	60	54	15	11	4	12	156	139	30	26	37	24	47	47
1810012K16Rik	0	0	0	0	2	1	0	0	0	0	0	1	0	1	0	0	0	0
Mrps31	43	51	25	155	180	197	26	14	60	44	254	236	26	21	32	23	47	44
Smim19	65	89	41	382.83	351.82	389.84	10	2	7	14	368	307	25	23	32	29	53	82
Slc20a2	42	38	35	210.17	204.18	198.16	22	14	47	47	363	316	13	15	37	21	47	59
Gm17491	5	0	1	19	19	26	11	2	6	6	537	478	7	2	2	3	11	8
Vdac3	299.26	254.01	244.52	1457	1194.96	1510.15	299.76	193.95	189.31	151.71	1055.03	1108.98	148.35	127.54	201.59	183.1	303.03	331.51
Dkk4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Polb	70	58	50	368	338	461	104	58	85	109	428	463	55	47	59	50	82	90
Gm26909	4	2	0	15	10	13	0	0	0	0	8	15	1	5	1	5	4	3
Ikbkb	842	572	484	3395	3072	3203	396	183	1050	961	5991	6010	446	407	556	450	863	786
Gm15346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plat	0	0	0	0	0	0	0	2	20	3	8	5	0	4	3	3	2	6
Ap3m2	102	99	61	477	461	381	92	63	272	222	895	972	28	30	45	42	54	73
1700041G16Rik	3	2	2	15	11	6	1	1	3	0	24	21	2	2	3	2	3	10
Gm24735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kat6a	447	224	94	1560	1386	1274	85	64	359	275	7856	7655	206	171	228	171	421	372
Ank1	0	0	10	4	1	2	0	0	7	0	12	6	1	3	0	3	5	6
AC126445.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-mir-486b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nkx6-3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1
Agpat6	392	238	189	1326	1165	1107	55	32	220	212	1266	1369	122	131	162	85	202	185
B230112G18Rik	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0
Gins4	211	157	128	743	650	763	76	42	157	161	491	555	57	41	66	69	141	139
Golga7	336	520	281	3085.14	2723.34	3153	373	213	306.51	321	2660.93	2922	249	200.94	266	240.25	418.99	408
Gm24335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sfrp1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
Zmat4	0	1	0	0	0	0	0	0	0	1	0	1	19	17	3	14	0	1
A730045E13Rik	0	0	0	0	0	0	0	0	0	0	0	0	3	4	3	2	0	0
Gm26714	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
1810011O10Rik	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	4	0	2
Ido2	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	5	0	0
Ido1	9	2	5	70	43	50	0	0	0	0	10	16	0	0	0	0	0	1
Adam18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adam3	0	0	0	1	1	0	0	0	0	0	0	2	0	2	1	0	1	0
Gm26208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adam5	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0
Adam32	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	2	0	0
Gm23898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adam9	71	30	26	279	205	211	15	5	10	19	358	377	16	35	11	32	28	69
Tm2d2	157	132	123	502	511	538	62	40	159	240	232	238	75	47	93	97	190	185
Htra4	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	2	1	0
Gm16933	121	172	128	0	0	0	77	46	34	32	0	0	99	51	75	79	122	178
Plekha2	1659	1096	909	6925	6324	5838	388	198	332	346	4887	4899	326	229	366	312	628	712
Tacc1	463.19	403	340	3538	2853	2851	776	333	572	657	6421	7114	184	152	243	202	433	449
Mir8108	0.81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10689	0	0	0	1.7	0	0	3.68	0	4.92	11.67	3.13	2.46	0	1.53	2.96	1.11	0	1.07
Fgfr1	0	0	0	0	0	0	2	4	10	1	11	2	4	1	2	8	4	2
Gm16159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Letm2	15	9	12	66.78	41	53.01	10	7	28	22	143.32	158.19	16	16	37	8	45	40
D830025C05Rik	2	0	1	8.22	12	17.99	0	2	3	4	9.68	5.81	7	6	21	5	10	9
Whsc1l1	354	313	239	1820	1503	1616	542	260	435	416	7007	6837	316	275	335	273	577	659
Gm23184	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Gm24992	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23094	0	1	0	6	2	10	0	0	1	4	0	0	2	3	0	1	5	1
Ppapdc1b	11	6	11	100	63	104	56	17	36	48	102	138	1	9	7	17	27	29
Ddhd2	72	65	59	499	442	531	187	88	120	148	1410	1337	108	65	86	53	71	80
Gm17484	29	21	14	17.38	22.06	4.54	4	4	12	3	8.65	32.3	14	12	12	6	24	26
Bag4	116	97	67	615.62	420.94	383.46	53	36	44	32	775.35	768.7	77	47	77	42	106	116
Lsm1	110	130	98	769	571	736	101	76	173	161	413	375	73	66	98	82	167	172
Star	4	4	3	20	20	21	10	2	18	7	134	149	3	6	4	8	2	7
Ash2l	297	285	197	1307.19	1017.16	1104.22	75	38	59	27	1223.06	1297.03	120	113	190	143	221	258.17
Kcnu1	0	0	0	0	0	0	0	0	0	0	11	4	0	0	0	2	0	0
Hgsnat	516	438	412	663	574	507	122	93	191	63	1025	1096	67	99	117	147	288	320
Pomk	68	50	56	219	177	187	13	6	41	53	356	301	30	28	24	18	64	57
Fnta	366	263	251	1470	1462	1658	63	47	63	46	999	985	148	114	163	84	156	205
Hook3	80	61	51	526	443	566	98	89	85	80	2359	2287	74	97	111	79	94	111
1700047A11Rik	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0
Rnf170	36.13	45.02	31.56	481	325.26	405.68	34	32.41	33	24.9	620	734	41	27.38	62	31	55.85	64
Thap1	19	17	7	108	83	126	23	8	24	21	156	134	7	9	11	6	30	27
AC154102.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
2310008N11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp703	11	5	2	80	100	100	14	7	19	11	270	284	7	10	13	6	34	42
Erlin2	106	99	70	684	540	489	19	14	36	33	758	870	46	58	57	47	64	51
Proscos	0	1	0	2.12	4.23	4.36	0	0	5	3	1.04	1.01	4	1	0	1	4	3
Prosc	243	175	138	950.88	852.77	790.64	96	73	274	199	1203.96	1144.99	90	80	106	106	158	122
Adgra2	0	1	0	2	9	3	0	0	1	0	15	22	0	1	0	2	0	0
Brf2	36	20	18	112	130	109	2	2	14	6	157	133	11	8	12	5	24	15
Rab11fip1	268	169	128	848	805.03	612	28	28	164	98	1614.58	1914.27	73	41	49	70	110	97
4933416M07Rik	5	9	3	0	2.97	0	0	0	9	0	1.42	7.73	2	0	5	3	3	4
Got1l1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adrb3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif4ebp1	7	3	12	24	23	16	19	5	54	47	58	80	31	32	55	25	40	38
Tex24	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0
Chrnb3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0
Chrna6	0	0	0	0	0	0	0	0	0	0	0	0	7	5	2	0	0	2
Gm24410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Poteg	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0
Gm1698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AC111034.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm8100	0	0	0	1	0	0	7.41	3.64	2.01	1.09	0	0	0	2	0	2	0	0
Gm26795	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	2
Unc5d	0	0	0	0	0	0	0	0	1	0	0	0	24	48	15	15	17	1
4933433F19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Dusp26	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
